Continent,Country,City,Name,Firm,Amenities,Price,Rating,Review
Europe,Spain,Balearic Islands,smartline Millor Sol,,"Free parking,Free High Speed Internet (WiFi),Pool,Free breakfast,Beach,Bicycle rental,Children Activities (Kid / Family Friendly),Kids pool,Street parkingWifiOutdoor poolBar / loungeRestaurantBreakfast buffetGolf courseHikingBilliardsDartsCar hireFax / photocopyingSolariumNon-smoking hotelSun umbrellas24-hour front deskDry cleaningLaundry service,Street parking,Wifi,Outdoor pool,Bar / lounge,Restaurant,Breakfast buffet,Golf course,Hiking,Billiards,Darts,Car hire,Fax / photocopying,Solarium,Non-smoking hotel,Sun umbrellas,24-hour front desk,Dry cleaning,Laundry service",,4.0,"First, the highlight:  We stayed in this hotel for 9 days. The day after the collapse of Thomas Cook, we were scheduled to check out and leave. Upon our check out, they presented us with a tall bill to pay for a room we had already paid.  We promptly refused and tried to reason with them with no avail. So then, they threatened to call the Police. We heartily welcomed the idea. After a few minutes, Police arrived, and after hearing the full story, the Police immediately sided with us! We left them with the bill still on their counter.   They coerced, threatened and forced many senior holidaymakers to pay them money with bogus claims. It was tough to see how they treat their loyal customers of many years.  Enough of that, now about the rooms and services:  -our room was full of"
Europe,Spain,Balearic Islands,Villa Ashby,,,,3.0,"We booked to stay in the C’an Tirana villa last week.  It was absolutely disgusting.    MHL Villas – The worse company I’ve ever dealt with in.  No communication from start to finish, bad attitude, not interested.    Inside;  - The interior was generally filthy dusty and dirty, I counted over 10 flies in 1 window alone - The floors were uncleaned and unbrushed.  Socks were black with dirt after walking on the floors for a short time.   - The television power cable was taped into the socket the plug/socket or both was broken, it was an electrical danger.  - The television had 1 English speaking channel, sky news, no BBC, ITV etc as advertised.   - Some curtains were missing from the living area, others were hanging off the rail. - The bedroom AC unit flooded the bedroom floor. -"
Europe,Spain,Balearic Islands,Villas Las Yucas,,"Free public parking nearby,Wifi,Pool,Coffee shop,Beach,Bicycle rental,Kids stay free,Children's playground,Street parkingPool with viewAdult poolOutdoor poolShallow end in poolPoolside barRestaurantBoatingDivingHorseback ridingMini golfTable tennisTennis court offsiteKids clubKids poolHighchairs availableFree shuttle or taxi servicesCar hireTaxi serviceBaggage storageConvenience storeCurrency exchangeGift shopOutdoor furnitureShopsSun deckSun loungers / beach chairsSun terraceSun umbrellas24-hour check-in,Street parking,Pool with view,Adult pool,Outdoor pool,Shallow end in pool,Poolside bar,Restaurant,Boating,Diving,Horseback riding,Mini golf,Table tennis,Tennis court offsite,Kids club,Kids pool,Highchairs available,Free shuttle or taxi services,Car hire,Taxi service,Baggage storage,Convenience store,Currency exchange,Gift shop,Outdoor furniture,Shops,Sun deck,Sun loungers / beach chairs,Sun terrace,Sun umbrellas,24-hour check-in",,3.0,We were a little apprehensive prior to going to villas las yucas as some of the previous reviews didn’t paint the villas In a good picture.  Prior to arrival I had taken a phone call from Bruno from the villas management asking if we were ok and was we on route he also informed us on where to meet him and collect the keys etc etc. This was a pretty good start and Bruno was very informative.  We have stayed in the cala blanes area previously on a few occasions and all my family love the area for its surrounding family atmosphere and fantastic local beaches.   On arrival at the villa everything was great all clean and tidy ready for our holiday. The villas are a little old but very quirky with the colour schemes within the living room and bedrooms etc.  Within the villa the
Europe,Spain,Balearic Islands,s'Hotelet De Santanyi,,"Free public parking nearby,Free High Speed Internet (WiFi),Wifi,Pool,Outdoor pool,Beach,",,4.0,"Centrally located but extremely charming small hotel. Nice rooms furnished with much taste, comfortable beds, air condition running smoothly. Great breakfast. Parking a little bit complicated. The hosts care with great enthusiasm."
Europe,Spain,Balearic Islands,Tahiti,,,,3.0,"Wir waren am Mittag, mit den Eltern.  Ein schönes Lokal und eine gute Küche.  Leider machte das Servicepersonal einen unkonzentrierten und etwas unmotivierten Eindruck. Wir mussten 3 mal dasselbe fragen für eine Antwort. Und dann wurde noch ein falsches Menü geliefert. Für ein Restaurant mit gehobenem Preisniveau erwartet man mehr. "
Europe,Spain,Balearic Islands,Boutique Hotel Sa Galera,,"Free parking,Free High Speed Internet (WiFi),Pool,Fitness Centre with Gym / Workout Room,Bar / lounge,Bicycle rental,Hiking,Highchairs available,WifiOutdoor poolSaunaRestaurantBreakfast availableBreakfast buffetSnack barBicycle toursAirport transportationTaxi serviceMeeting roomsFax / photocopyingSpaHammamMassageBaggage storageCurrency exchangeNon-smoking hotelSun deckSun loungers / beach chairsSun terraceSun umbrellas24-hour front deskDry cleaningLaundry service,Wifi,Outdoor pool,Sauna,Restaurant,Breakfast available,Breakfast buffet,Snack bar,Bicycle tours,Airport transportation,Taxi service,Meeting rooms,Fax / photocopying,Spa,Hammam,Massage,Baggage storage,Currency exchange,Non-smoking hotel,Sun deck,Sun loungers / beach chairs,Sun terrace,Sun umbrellas,24-hour front desk,Dry cleaning,Laundry service",,4.5,"Very nice hotel in a very quiet environment. We stayed there with our family of 5 (kids aged 3, 5 and 7). It was no problem at all that we were staying with young children, they even brought extra donuts for the kids during breakfast! we stayed in the little house on the site, wat was perfect with the kids. The swimming pool is lovely due to the slightly salty water without a lot of chemicals.  The owners are very friendly and they will help you with any request.  I woud certainly recommend this hotel!"
Europe,Spain,Balearic Islands,Finca Hotel Son Marimon,,"Free parking,Pool,Breakfast in the room,Beach,Children Activities (Kid / Family Friendly),Car hire,Solarium,Adults only,Street parkingPool / beach towelsPool with viewOutdoor poolSnack barWine / champagneBaggage storageNon-smoking hotelOutdoor furnitureSun loungers / beach chairsSun terraceSun umbrellasPrivate check-in / check-outLaundry serviceIroning service,Street parking,Pool / beach towels,Pool with view,Outdoor pool,Snack bar,Wine / champagne,Baggage storage,Non-smoking hotel,Outdoor furniture,Sun loungers / beach chairs,Sun terrace,Sun umbrellas,Private check-in / check-out,Laundry service,Ironing service",,5.0,"This place is perfect to be in a quiet setting, reading time at the pool, or simply go for a bike tour in this region.  I loved breakfast, as it offers regional specialities and the view into the flower garden is a peaceful start into the day. "
Europe,Russia,Southern District,Tikhaya Gavan,,"Free parking,Free High Speed Internet (WiFi),Pool,Sauna,Airport transportation,BBQ facilities,Non-smoking hotel,24-hour front desk,Outdoor poolSun loungers / beach chairs,Outdoor pool,Sun loungers / beach chairs",,,
Europe,Russia,Southern District,Gostevoi dom Shevchenko,,,,,
Europe,Germany,Baden-Wurttemberg,Hotel Garni Venezia,,"Free private parking nearby,Secured parking,Free internet,Wifi,Breakfast available,Kid-friendly buffet,Non-smoking hotel,",,4.5,"This small, friendly hotel enhanced our stay in beautiful Tubingen. The room was small but with all the usual amenities. The hotel is fresh and welcoming; it was recently renovated. There was a small balcony on our second floor room, making good views available. The breakfast was fine. Recommended as a suitable, convenient place to stay for any visitor. (As is common, no kettle etc in the room.)"
Europe,Russia,Southern District,Guest House Italy,,,,,
Europe,Germany,Baden-Wurttemberg,Decker's Bio Hotel,,"Free High Speed Internet (WiFi),Free breakfast,Restaurant,Bicycle rental,Children Activities (Kid / Family Friendly),Baggage storage,Non-smoking hotel,",,5.0,"Ein sehr familiär geführtes Haus. Sympathisch, sehr freundlich,  wahre Gastgeber, die es verstehen, wie man diese Rolle lebt. Jederzeit wieder und absolut empfehlenswert. Sehr geeignet um von dort aus zu länger (oder kürzeren) Wanderungen aufzubrechen. Selbst hier erhält man tolle Unterstützung in Form von Getränk oder kleinem Lunch-Paket "
Europe,Germany,Baden-Wurttemberg,Apartments by Intermezzo,,,,5.0,"Wir wurden sehr herzlich empfangen. Die Appartements sind sauber, modern und top ausgestattet. Eine voll ausgestattete Küche, Waschmaschine und Trockner, Bügeleisen, gemütliches Wohnzimmer. Wir wurden von der Chefin zum Frühstück eingeladen und konnten morgens länger bleiben. Frühstück gibt es bis 13 Uhr. Die Appartements liegen mitten in der Fußgängerzone, ein Parkplatz ist kostenlos inklusive. Sehr schön, gerne wieder 😊"
Europe,Germany,Baden-Wurttemberg,V Boutique Hotel,,"Restaurant,",,4.5,"Very well located. Efficient. No schnick schnack. Just good parking, good reception, quiet, good room. All amenities. A business hotel covering the essentials. Will definitely return for a quick overnight. Weekend prices are also very good. "
Europe,Germany,Baden-Wurttemberg,Landhaus Herdt,,"Free parking,Street parking,Free High Speed Internet (WiFi),Non-smoking hotel,",,,
Europe,Germany,Bavaria,Hartungs Hotel Dorf,ZenHotels.com,"Free parking,Free High Speed Internet (WiFi),Pool,Fitness Centre with Gym / Workout Room,Bar / lounge,Game room,Hiking,Children Activities (Kid / Family Friendly),WifiIndoor poolSaunaCoffee shopRestaurantBreakfast availableBreakfast buffetKids' mealsSpecial diet menusHorseback ridingSkiingFishingTable tennisBoard games / puzzlesFax / photocopyingSpaMassageSteam roomBaggage storageGift shopNon-smoking hotelSun terraceDry cleaningLaundry serviceIroning service,Wifi,Indoor pool,Sauna,Coffee shop,Restaurant,Breakfast available,Breakfast buffet,Kids' meals,Special diet menus,Horseback riding,Skiing,Fishing,Table tennis,Board games / puzzles,Fax / photocopying,Spa,Massage,Steam room,Baggage storage,Gift shop,Non-smoking hotel,Sun terrace,Dry cleaning,Laundry service,Ironing service",,4.0,"Absolutely beautiful location, based near top of hill. Stunning views of lake and from our room , in the distance was Fussen and the splendid castle of Neuschwanstein and Hohenschwaau.just a short drive to reach. Room lovely and clean, spacious with balcony. Tv mainly German channels. Beds made daily and change of towels if required. Excellent breakfast choice. Reasonable optional evening Buffett which was good value and tasty food. Pool open until 9.30pm, bit cool for me but possibly ok for others. Small bar area with cosy log burner. There was no tea and coffee facilities in the room which would have been nice and worth hotel considering. Parking free but can get busy.Lake Forgensee also nearby, short drive. Nice walk around lake Hopfensee takes about 2 hours , short route."
